config,exposure_multiplier,factor,function_tag,kind,scenario,source_family,task_id,toy_container,toy_index,toy_name,toy_root,truth_model,grid_tag,status,successful_attempt,lock_path
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0000,toys/gengamma/2021_10pct_x10,0,toy_0000,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0000/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0001,toys/gengamma/2021_10pct_x10,1,toy_0001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0001/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0002,toys/gengamma/2021_10pct_x10,2,toy_0002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0002/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0003,toys/gengamma/2021_10pct_x10,3,toy_0003,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0003/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0004,toys/gengamma/2021_10pct_x10,4,toy_0004,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0004/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0005,toys/gengamma/2021_10pct_x10,5,toy_0005,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0005/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0006,toys/gengamma/2021_10pct_x10,6,toy_0006,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0006/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0007,toys/gengamma/2021_10pct_x10,7,toy_0007,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0007/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0008,toys/gengamma/2021_10pct_x10,8,toy_0008,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0008/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_10pct_x10,ten_pct,scan__f06__gengamma__2021_10pct_x10__t0009,toys/gengamma/2021_10pct_x10,9,toy_0009,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_10pct_x10/toy_0009/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0000,toys/gengamma/2021_1pct,0,toy_0000,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0000/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0001,toys/gengamma/2021_1pct,1,toy_0001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0001/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0002,toys/gengamma/2021_1pct,2,toy_0002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0002/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0003,toys/gengamma/2021_1pct,3,toy_0003,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0003/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0004,toys/gengamma/2021_1pct,4,toy_0004,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0004/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0005,toys/gengamma/2021_1pct,5,toy_0005,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0005/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0006,toys/gengamma/2021_1pct,6,toy_0006,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0006/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0007,toys/gengamma/2021_1pct,7,toy_0007,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0007/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0008,toys/gengamma/2021_1pct,8,toy_0008,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0008/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,1,6,fGenGammaThresh,scan,2021_1pct,one_pct,scan__f06__gengamma__2021_1pct__t0009,toys/gengamma/2021_1pct,9,toy_0009,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct/toy_0009/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_1pct_x10,one_pct,scan__f06__gengamma__2021_1pct_x10__t0000,toys/gengamma/2021_1pct_x10,0,toy_0000,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct_x10/toy_0000/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_1pct_x10,one_pct,scan__f06__gengamma__2021_1pct_x10__t0001,toys/gengamma/2021_1pct_x10,1,toy_0001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct_x10/toy_0001/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_1pct_x10,one_pct,scan__f06__gengamma__2021_1pct_x10__t0002,toys/gengamma/2021_1pct_x10,2,toy_0002,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct_x10/toy_0002/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_1pct_x10,one_pct,scan__f06__gengamma__2021_1pct_x10__t0003,toys/gengamma/2021_1pct_x10,3,toy_0003,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct_x10/toy_0003/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_1pct_x10,one_pct,scan__f06__gengamma__2021_1pct_x10__t0004,toys/gengamma/2021_1pct_x10,4,toy_0004,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct_x10/toy_0004/grid_050_020_250/attempt_001,
/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/configs/config_2021_lsupper_factor_06.yaml,10,6,fGenGammaThresh,scan,2021_1pct_x10,one_pct,scan__f06__gengamma__2021_1pct_x10__t0005,toys/gengamma/2021_1pct_x10,5,toy_0005,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/inputs/paired_exposure_toys.root,gengamma,grid_050_020_250,complete,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan/f06/gengamma/2021_1pct_x10/toy_0005/grid_050_020_250/attempt_001,
