repair_round,repair_attempt_id,repair_row_id,variant,warm_start,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,optimizer_seed,optimizer_restarts,attempt_path,result_path,result_sha256,lml,ls_opt,ls_init,const_opt,kernel_constant_init,kernel_ls_init,actual_fit,interpolation_used
2,repair_r02__f20__gengamma__2021_1pct_x100__t0001__m170__warm,repair_r02__f20__gengamma__2021_1pct_x100__t0001__m170,warm,True,20,gengamma,2021_1pct_x100,1,0.17,1740206988,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0001/m170MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0001/m170MeV/warm/attempt_001/repair_row_enriched.csv,1971deaf105c287b2c74b468c551a766573c2e9860f26bf293f7306f352ef672,1940.2763111446548,0.3652119359473478,0.1116792004819376,11130.36265423907,11130.36265423907,0.3652119359473478,True,False
2,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__salt_01,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,salt_01,False,20,gengamma,2021_1pct_x100,7,0.09,1168524932,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_01/attempt_001/repair_row_enriched.csv,a477f5a0444019ed4762d5d73491de190fa128d59b44d2a6f5a7dd04e4123dbd,1994.908473239612,0.3758363799626709,0.1244586900539202,16808.45734090345,1.0,0.1244586900539202,True,False
2,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__salt_02,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,salt_02,False,20,gengamma,2021_1pct_x100,7,0.09,893923564,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_02/attempt_001/repair_row_enriched.csv,4d4ebc66c6454547964069770bd259062e2cae15bff8e67e7b990cf8c60502c5,1994.9099289900737,0.3758242380702236,0.1244586900539202,16789.36331643826,1.0,0.1244586900539202,True,False
2,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__salt_03,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,salt_03,False,20,gengamma,2021_1pct_x100,7,0.09,3555255093,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_03/attempt_001/repair_row_enriched.csv,19882b20c0e9ab48092da46bc6131a9b6c76380bdcbe5d2493ccaa922850d0dc,1994.905054773751,0.3762069393399823,0.1244586900539202,17323.213904142416,1.0,0.1244586900539202,True,False
2,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090__warm,repair_r02__f20__gengamma__2021_1pct_x100__t0007__m090,warm,True,20,gengamma,2021_1pct_x100,7,0.09,3416931463,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/gengamma/2021_1pct_x100/toy_0007/m090MeV/warm/attempt_001/repair_row_enriched.csv,503bceb7dac5766fa9d97010a5ab50eaf8861817c83da598f9d53da86dd90d4f,1994.9134967855296,0.3759353566291801,0.1244586900539202,16855.998938664925,16855.998938664925,0.3759353566291801,True,False
2,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__salt_01,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,salt_01,False,20,sigpowexpq,2021_10pct_x10,1,0.19,1657625135,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_01/attempt_001/repair_row_enriched.csv,b9b6830047ee7982b3a712771e1f23be28059c749346cc4c90a51c80ba17f7d4,2021.4749538241545,0.3850076537901351,0.1143031714691697,77.0403526120489,1.0,0.1143031714691697,True,False
2,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__salt_02,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,salt_02,False,20,sigpowexpq,2021_10pct_x10,1,0.19,3024325326,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_02/attempt_001/repair_row_enriched.csv,f914150262254cd0492a8beac27fc8e34795e2893d99083f5f6d9c1907a0571c,2021.4749185471903,0.3849902615409176,0.1143031714691697,77.02467823770414,1.0,0.1143031714691697,True,False
2,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__salt_03,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,salt_03,False,20,sigpowexpq,2021_10pct_x10,1,0.19,1042961950,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/salt_03/attempt_001/repair_row_enriched.csv,d3e07c73cffce82dc07b2f2251098bd8d096bdabb89c0fab6046a9d2c3c98f77,2021.4749486494852,0.3849883771499521,0.1143031714691697,77.01987462289951,1.0,0.1143031714691697,True,False
2,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190__warm,repair_r02__f20__sigpowexpq__2021_10pct_x10__t0001__m190,warm,True,20,sigpowexpq,2021_10pct_x10,1,0.19,3648564419,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f20/sigpowexpq/2021_10pct_x10/toy_0001/m190MeV/warm/attempt_001/repair_row_enriched.csv,a0347e6629ee52f5b92449638acd07c2640021cd1c986fe2973deee57507e75f,2021.4749686185637,0.3849863517178862,0.1143031714691697,77.00140671751258,76.99931750651115,0.3849847406613839,True,False
2,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__salt_01,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,salt_01,False,25,gengamma,2021_10pct_x10,6,0.15,3284953673,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_01/attempt_001/repair_row_enriched.csv,ef9c5ac5b7cf0cb2fde391174ce96c86be70b65633e4f8b028b16392131ec87c,1988.1407277210023,0.3161439658998042,0.1234891784466056,1075.129786104582,1.0,0.1234891784466056,True,False
2,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__salt_02,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,salt_02,False,25,gengamma,2021_10pct_x10,6,0.15,2387480949,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_02/attempt_001/repair_row_enriched.csv,2fb8a31eba25dec69b5b5aefd0c405396449ee90ab52f1903f860bfa1f64341a,1988.140761340285,0.3161484315071499,0.1234891784466056,1075.1076174379366,1.0,0.1234891784466056,True,False
2,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__salt_03,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,salt_03,False,25,gengamma,2021_10pct_x10,6,0.15,2050946815,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_03/attempt_001/repair_row_enriched.csv,b68cc9fb4decd78f4da743a390a8d643e48456a92d7ac48e1ed3e84af3c9558e,1988.1409559136844,0.3161463406532601,0.1234891784466056,1075.9907242724623,1.0,0.1234891784466056,True,False
2,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150__warm,repair_r02__f25__gengamma__2021_10pct_x10__t0006__m150,warm,True,25,gengamma,2021_10pct_x10,6,0.15,1374443436,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_10pct_x10/toy_0006/m150MeV/warm/attempt_001/repair_row_enriched.csv,673a18c308f4eef4d65a35dc0ce2d9fa85bc6fff995ad7fe9326275b06320508,1988.140700449154,0.3161589243933385,0.1234891784466056,1076.2829498555764,1074.7073276444746,0.3161430074921912,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110__salt_01,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110,salt_01,False,25,gengamma,2021_1pct_x100,6,0.11,2003153719,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/salt_01/attempt_001/repair_row_enriched.csv,1820c295221dc753b5b6c7b356b872d85c4d612c39b0d7f7fc2eb7cf7d18bd50,1968.9677467048173,0.3294586852068959,0.1288420373951844,1807.8376562143817,1.0,0.1288420373951844,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110__salt_02,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110,salt_02,False,25,gengamma,2021_1pct_x100,6,0.11,3607782165,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/salt_02/attempt_001/repair_row_enriched.csv,240acf067b2b49e57866d8fb06e6361ca4412770eaa580b1948149044c6f6e0a,1968.9679042309508,0.3294554496382028,0.1288420373951844,1808.4284192139733,1.0,0.1288420373951844,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110__salt_03,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110,salt_03,False,25,gengamma,2021_1pct_x100,6,0.11,237756515,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/salt_03/attempt_001/repair_row_enriched.csv,6d9f14f25499ec866cc978615bbc11d42bad0bf839460e84ed19b792a80ac764,1968.9675502460216,0.3294657966848766,0.1288420373951844,1808.6941042002147,1.0,0.1288420373951844,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110__warm,repair_r02__f25__gengamma__2021_1pct_x100__t0006__m110,warm,True,25,gengamma,2021_1pct_x100,6,0.11,124042060,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0006/m110MeV/warm/attempt_001/repair_row_enriched.csv,20468a6cda0d6ad0497757bdb90cc736ecc8a7fb921107094e9b754b7b3d38ca,1968.9679127423376,0.3294690894470687,0.1288420373951844,1808.8803058888632,1808.8803058888632,0.3294690894470687,True,False
2,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090__salt_01,repair_r02__f25__gengamma__2021_1pct_x100__t0007__m090,salt_01,False,25,gengamma,2021_1pct_x100,7,0.09,2548445510,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/round_002/f25/gengamma/2021_1pct_x100/toy_0007/m090MeV/salt_01/attempt_001/repair_row_enriched.csv,b8474960260b98c7e21ab120c73ac05d2d99eeea981c7ff54f631a1a61b0a2c5,1994.9139727386655,0.3760360457418441,0.1391490456755713,16962.911234973202,1.0,0.1391490456755713,True,False
